"personefullname","total_orders","avg_orders","total_spending","last_orderdate"
"Marcus Reed","2","1517.47","3034.94","4225 days"
"Nancy Arun","2","49.15","98.30","4255 days"
"Nancy Arun","2","49.15","98.30","4255 days"
"Ian Reed","2","1705.47","3410.94","4232 days"
"Ian Reed","2","1705.47","3410.94","4232 days"
"Nancy Srini","2","1548.38","3096.75","4231 days"
"Nancy Srini","2","1548.38","3096.75","4231 days"
"Lucas Reed","2","20.59","41.18","4174 days"
"Lucas Reed","2","20.59","41.18","4174 days"
"Nancy Prasad","2","22.23","44.45","4251 days"
"Nancy Prasad","2","22.23","44.45","4251 days"
"Diane Jimenez","2","877.08","1754.15","4182 days"
"Diane Jimenez","2","877.08","1754.15","4182 days"
"Nancy Schmidt","2","901.38","1802.76","4161 days"
"Nancy Schmidt","2","901.38","1802.76","4161 days"
"Dalton Reed","3","160.72","482.17","4239 days"
"Dalton Reed","3","160.72","482.17","4239 days"
"Dalton Reed","3","160.72","482.17","4239 days"
"Nancy Rana","1","44.18","44.18","4482 days"
"Jeremy Reed","1","85.04","85.04","4295 days"
"Nancy Raman","2","896.41","1792.83","4186 days"
"Nancy Raman","2","896.41","1792.83","4186 days"
"Nancy Subram","2","862.14","1724.28","4172 days"
"Nancy Subram","2","862.14","1724.28","4172 days"
"Carlos Cook","2","857.75","1715.49","4188 days"
"Carlos Cook","2","857.75","1715.49","4188 days"
"Angel Cook","2","926.24","1852.49","4176 days"
"Angel Cook","2","926.24","1852.49","4176 days"
"Nancy Mehta","2","877.07","1754.14","4161 days"
"Nancy Mehta","2","877.07","1754.14","4161 days"
"Alex Cook","1","8.04","8.04","4491 days"
"Nancy Garcia","1","8.04","8.04","4174 days"
"Nancy Fernandez","3","67.34","202.03","4287 days"
"Nancy Fernandez","3","67.34","202.03","4287 days"
"Nancy Fernandez","3","67.34","202.03","4287 days"
"Nancy Lopez","1","94.97","94.97","4198 days"
"Nancy Martinez","2","1700.58","3401.17","4290 days"
"Nancy Martinez","2","1700.58","3401.17","4290 days"
"Nancy Gonzalez","2","1742.01","3484.02","4293 days"
"Nancy Gonzalez","2","1742.01","3484.02","4293 days"
"Diane Moreno","2","1726.26","3452.52","4307 days"
"Diane Moreno","2","1726.26","3452.52","4307 days"
"Evan Cook","2","1723.94","3447.89","4303 days"
"Evan Cook","2","1723.94","3447.89","4303 days"
"Mason Cook","2","1756.92","3513.84","4284 days"
"Mason Cook","2","1756.92","3513.84","4284 days"
"Nancy Sanchez","1","44.18","44.18","4451 days"
"Nancy Perez","1","44.18","44.18","4350 days"
"Rachael Suri","1","99.42","99.42","4456 days"
"Isaac Cook","3","60.89","182.66","4232 days"
"Isaac Cook","3","60.89","182.66","4232 days"
"Isaac Cook","3","60.89","182.66","4232 days"
"Jesse Cook","2","931.21","1862.42","4185 days"
"Jesse Cook","2","931.21","1862.42","4185 days"
"Rachael Kapoor","2","2659.47","5318.94","4204 days"
"Rachael Kapoor","2","2659.47","5318.94","4204 days"
"Rachael Chandra","2","1757.76","3515.51","4310 days"
"Rachael Chandra","2","1757.76","3515.51","4310 days"
"Rachael Patel","2","1722.39","3444.78","4291 days"
"Rachael Patel","2","1722.39","3444.78","4291 days"
"Rachael Vance","2","1712.73","3425.46","4297 days"
"Rachael Vance","2","1712.73","3425.46","4297 days"
"Rachael Sai","3","101.45","304.36","4196 days"
"Rachael Sai","3","101.45","304.36","4196 days"
"Rachael Sai","3","101.45","304.36","4196 days"
"Sean Cook","1","44.18","44.18","4159 days"
"Timothy Cook","1","44.18","44.18","4458 days"
"Diane Munoz","2","896.41","1792.83","4164 days"
"Diane Munoz","2","896.41","1792.83","4164 days"
"Patrick Cook","3","94.48","283.45","4255 days"
"Patrick Cook","3","94.48","283.45","4255 days"
"Patrick Cook","3","94.48","283.45","4255 days"
"Rachael Arun","2","1780.70","3561.39","4283 days"
"Rachael Arun","2","1780.70","3561.39","4283 days"
"Brian Cook","2","1742.56","3485.11","4285 days"
"Brian Cook","2","1742.56","3485.11","4285 days"
"Bryce Cook","2","1766.88","3533.77","4293 days"
"Bryce Cook","2","1766.88","3533.77","4293 days"
"Rachael Madan","2","877.08","1754.15","4161 days"
"Rachael Madan","2","877.08","1754.15","4161 days"
"Rachael Smith","2","896.40","1792.81","4180 days"
"Rachael Smith","2","896.40","1792.81","4180 days"
"Rachael Prasad","1","44.18","44.18","4383 days"
"Nathaniel Cook","1","8.04","8.04","4348 days"
"Rachael Sara","2","857.75","1715.49","4183 days"
"Rachael Sara","2","857.75","1715.49","4183 days"
"Chase Cook","3","98.65","295.96","4312 days"
"Chase Cook","3","98.65","295.96","4312 days"
"Chase Cook","3","98.65","295.96","4312 days"
"Rachael Rana","1","44.18","44.18","4318 days"
"Rachael Raman","1","44.18","44.18","4448 days"
"Juan Cook","1","44.18","44.18","4288 days"
"Sebastian Cook","3","52.87","158.61","4137 days"
"Sebastian Cook","3","52.87","158.61","4137 days"
"Sebastian Cook","3","52.87","158.61","4137 days"
"Rachael Mehta","1","68.47","68.47","4226 days"
"Cole Cook","1","44.18","44.18","4294 days"
"Jared Cook","1","138.11","138.11","4375 days"
"Diane Alonso","1","8.04","8.04","4188 days"
"Rachael Fernandez","1","8.04","8.04","4338 days"
"Garrett Cook","2","1719.92","3439.84","4284 days"
"Garrett Cook","2","1719.92","3439.84","4284 days"
"Rachael Lopez","2","1721.00","3442.01","4271 days"
"Rachael Lopez","2","1721.00","3442.01","4271 days"
"Rachael Martinez","1","24.29","24.29","4405 days"
"Rachael Gonzalez","2","890.61","1781.22","4172 days"
"Rachael Gonzalez","2","890.61","1781.22","4172 days"
"Rachael Rodriguez","2","1753.05","3506.11","4269 days"
"Rachael Rodriguez","2","1753.05","3506.11","4269 days"
"Steven Cook","1","29.80","29.80","4293 days"
"Rachael Sanchez","2","901.38","1802.76","4162 days"
"Rachael Sanchez","2","901.38","1802.76","4162 days"
"Rachael Perez","1","8.04","8.04","4381 days"
"Pamela Suri","2","862.14","1724.28","4179 days"
"Pamela Suri","2","862.14","1724.28","4179 days"
"Pamela Kapoor","3","69.36","208.09","4215 days"
"Pamela Kapoor","3","69.36","208.09","4215 days"
"Pamela Kapoor","3","69.36","208.09","4215 days"
"Adrian Cook","2","896.41","1792.83","4171 days"
"Adrian Cook","2","896.41","1792.83","4171 days"
"Cody Cook","2","926.24","1852.49","4188 days"
"Cody Cook","2","926.24","1852.49","4188 days"
"Diane Romero","2","877.08","1754.15","4188 days"
"Diane Romero","2","877.08","1754.15","4188 days"
"Pamela Chapman","1","935.34","935.34","4172 days"
"Charles Cook","2","896.41","1792.83","4169 days"
"Charles Cook","2","896.41","1792.83","4169 days"
"Pamela Patel","2","878.34","1756.67","4171 days"
"Pamela Patel","2","878.34","1756.67","4171 days"
"Pamela Vance","1","5.51","5.51","4291 days"
"Eduardo Cook","2","1767.69","3535.38","4274 days"
"Eduardo Cook","2","1767.69","3535.38","4274 days"
"Pamela Malhotra","2","1712.73","3425.46","4277 days"
"Pamela Malhotra","2","1712.73","3425.46","4277 days"
"Pamela Sai","3","91.91","275.73","4159 days"
"Pamela Sai","3","91.91","275.73","4159 days"
"Pamela Sai","3","91.91","275.73","4159 days"
"Logan Parker","2","901.38","1802.76","4167 days"
"Logan Parker","2","901.38","1802.76","4167 days"
"Nathan Parker","2","881.46","1762.93","4169 days"
"Nathan Parker","2","881.46","1762.93","4169 days"
"Samuel Parker","1","71.24","71.24","4236 days"
"Hunter Parker","2","1726.54","3453.08","4251 days"
"Hunter Parker","2","1726.54","3453.08","4251 days"
"Pamela Madan","1","68.47","68.47","4288 days"
"Robert Parker","2","1722.67","3445.35","4270 days"
"Robert Parker","2","1722.67","3445.35","4270 days"
"Pamela Srini","3","66.65","199.94","4246 days"
"Pamela Srini","3","66.65","199.94","4246 days"
"Pamela Srini","3","66.65","199.94","4246 days"
"Pamela Prasad","1","123.70","123.70","4404 days"
"Jose Parker","1","44.18","44.18","4325 days"
"Diane Navarro","1","44.18","44.18","4170 days"
"Pamela Schmidt","2","877.08","1754.15","4163 days"
"Pamela Schmidt","2","877.08","1754.15","4163 days"
"Pamela Rana","2","739.22","1478.45","4495 days"
"Pamela Rana","2","739.22","1478.45","4495 days"
"Pamela Raman","1","635.35","635.35","4511 days"
"Thomas Parker","1","5.51","5.51","4189 days"
"Kyle Parker","2","759.83","1519.66","4521 days"
"Kyle Parker","2","759.83","1519.66","4521 days"
"Pamela Subram","2","788.12","1576.24","4497 days"
"Pamela Subram","2","788.12","1576.24","4497 days"
"Kevin Parker","2","758.55","1517.11","4517 days"
"Kevin Parker","2","758.55","1517.11","4517 days"
"Gabriel Parker","2","750.28","1500.56","4498 days"
"Gabriel Parker","2","750.28","1500.56","4498 days"
"Elijah Parker","2","758.00","1516.00","4506 days"
"Elijah Parker","2","758.00","1516.00","4506 days"
"Pamela Mehta","1","650.80","650.80","4460 days"
"Jason Parker","2","739.22","1478.45","4514 days"
"Jason Parker","2","739.22","1478.45","4514 days"
"Luis Parker","2","753.04","1506.07","4487 days"
"Luis Parker","2","753.04","1506.07","4487 days"
"Punya Palit","3","63.37","190.10","4377 days"
"Punya Palit","3","63.37","190.10","4377 days"
"Punya Palit","3","63.37","190.10","4377 days"
"Caleb Parker","1","5.51","5.51","4391 days"
"Pamela Garcia","2","759.83","1519.66","4471 days"
"Pamela Garcia","2","759.83","1519.66","4471 days"
"Pamela Fernandez","2","744.75","1489.51","4492 days"
"Pamela Fernandez","2","744.75","1489.51","4492 days"
"Connor Parker","1","44.18","44.18","4244 days"
"Luke Parker","3","69.44","208.31","4273 days"
"Luke Parker","3","69.44","208.31","4273 days"
"Luke Parker","3","69.44","208.31","4273 days"
"Pamela Lopez","2","1712.73","3425.46","4252 days"
"Pamela Lopez","2","1712.73","3425.46","4252 days"
"Pamela Martinez","2","2714.14","5428.28","4181 days"
"Pamela Martinez","2","2714.14","5428.28","4181 days"
"Pamela Rodriguez","2","2607.95","5215.90","4181 days"
"Pamela Rodriguez","2","2607.95","5215.90","4181 days"
"Jordan Parker","2","1719.92","3439.83","4251 days"
"Jordan Parker","2","1719.92","3439.83","4251 days"
"Pamela Sanchez","2","1700.58","3401.17","4254 days"
"Pamela Sanchez","2","1700.58","3401.17","4254 days"
"Jack Parker","2","743.09","1486.18","4464 days"
"Jack Parker","2","743.09","1486.18","4464 days"
"Adam Parker","3","37.51","112.54","4245 days"
"Adam Parker","3","37.51","112.54","4245 days"
"Adam Parker","3","37.51","112.54","4245 days"
"Ricky Martin","3","38.51","115.53","4235 days"
"Ricky Martin","3","38.51","115.53","4235 days"
"Ricky Martin","3","38.51","115.53","4235 days"
"Ricky Gomez","1","5.51","5.51","4244 days"
"Eric Parker","1","140.64","140.64","4150 days"
"Ricky Ruiz","2","1608.27","3216.54","4180 days"
"Ricky Ruiz","2","1608.27","3216.54","4180 days"
"Jackson Parker","2","2400.11","4800.22","4228 days"
"Jackson Parker","2","2400.11","4800.22","4228 days"
"Ricky Diaz","2","79.26","158.51","4298 days"
"Ricky Diaz","2","79.26","158.51","4298 days"
"Carlos Parker","2","2491.72","4983.44","4224 days"
"Carlos Parker","2","2491.72","4983.44","4224 days"
"Angel Parker","2","19.33","38.65","4453 days"
"Angel Parker","2","19.33","38.65","4453 days"
"Ricky Alvarez","2","1608.27","3216.54","4175 days"
"Ricky Alvarez","2","1608.27","3216.54","4175 days"
"Isaiah Parker","2","62.95","125.90","4284 days"
"Isaiah Parker","2","62.95","125.90","4284 days"
"Ricky Jimenez","2","1606.43","3212.85","4179 days"
"Ricky Jimenez","2","1606.43","3212.85","4179 days"
"Alex Parker","2","36.61","73.22","4231 days"
"Alex Parker","2","36.61","73.22","4231 days"
"Evan Parker","2","34.40","68.81","4162 days"
"Evan Parker","2","34.40","68.81","4162 days"
"Diane Torres","2","2412.78","4825.56","4235 days"
"Diane Torres","2","2412.78","4825.56","4235 days"
"Ricky Moreno","2","2469.33","4938.65","4250 days"
"Ricky Moreno","2","2469.33","4938.65","4250 days"
"Mason Parker","2","2443.92","4887.83","4230 days"
"Mason Parker","2","2443.92","4887.83","4230 days"
"Ricky Munoz","2","2478.55","4957.11","4224 days"
"Ricky Munoz","2","2478.55","4957.11","4224 days"
"Isaac Parker","2","2440.05","4880.10","4247 days"
"Isaac Parker","2","2440.05","4880.10","4247 days"
"Ricky Alonso","2","2453.13","4906.25","4221 days"
"Ricky Alonso","2","2453.13","4906.25","4221 days"
"Jesse Parker","2","2401.37","4802.75","4233 days"
"Jesse Parker","2","2401.37","4802.75","4233 days"
"Ricky Romero","2","33.14","66.28","4262 days"
"Ricky Romero","2","33.14","66.28","4262 days"
"Ricky Navarro","2","64.23","128.47","4325 days"
"Ricky Navarro","2","64.23","128.47","4325 days"
"Ricky Gutierrez","2","36.61","73.22","4140 days"
"Ricky Gutierrez","2","36.61","73.22","4140 days"
"Sean Parker","2","2413.92","4827.84","4244 days"
"Sean Parker","2","2413.92","4827.84","4244 days"
"Timothy Parker","2","2464.17","4928.34","4225 days"
"Timothy Parker","2","2464.17","4928.34","4225 days"
"James Evans","2","2426.25","4852.51","4228 days"
"James Evans","2","2426.25","4852.51","4228 days"
"Jonathan Evans","2","92.78","185.56","4188 days"
"Jonathan Evans","2","92.78","185.56","4188 days"
"Ricky Torres","2","44.89","89.77","4159 days"
"Ricky Torres","2","44.89","89.77","4159 days"
"Ricky Dominguez","2","2536.20","5072.39","4224 days"
"Ricky Dominguez","2","2536.20","5072.39","4224 days"
"Ricky Gill","2","2447.34","4894.67","4233 days"
"Ricky Gill","2","2447.34","4894.67","4233 days"
"Samuel Evans","2","35.34","70.69","4173 days"
"Samuel Evans","2","35.34","70.69","4173 days"
"Ricky Vazquez","2","22.08","44.17","4294 days"
"Ricky Vazquez","2","22.08","44.17","4294 days"
"Diane Dominguez","2","36.88","73.76","4266 days"
"Diane Dominguez","2","36.88","73.76","4266 days"
"Ricky Blanco","2","22.08","44.17","4195 days"
"Ricky Blanco","2","22.08","44.17","4195 days"
"Ricky Serrano","2","64.05","128.10","4292 days"
"Ricky Serrano","2","64.05","128.10","4292 days"
"Hunter Evans","2","48.87","97.75","4149 days"
"Hunter Evans","2","48.87","97.75","4149 days"
"Ricky Ramos","1","44.18","44.18","4282 days"
"Noah Evans","1","30.14","30.14","4295 days"
"Jose Evans","2","63.52","127.03","4221 days"
"Jose Evans","2","63.52","127.03","4221 days"
"Ricky Carlson","1","59.95","59.95","4357 days"
"Ricky Suarez","2","44.18","88.37","4343 days"
"Ricky Suarez","2","44.18","88.37","4343 days"
"Thomas Evans","1","30.14","30.14","4379 days"
"Ricky Sanz","2","3347.70","6695.39","4179 days"
"Ricky Sanz","2","3347.70","6695.39","4179 days"
"Kyle Evans","2","38.81","77.62","4160 days"
"Kyle Evans","2","38.81","77.62","4160 days"
"Ricky Rubio","1","30.14","30.14","4258 days"
"Kevin Evans","1","66.20","66.20","4490 days"
"Gabriel Evans","1","27.61","27.61","4431 days"
"Elijah Evans","2","3264.31","6528.62","4170 days"
"Elijah Evans","2","3264.31","6528.62","4170 days"
"Jimmy Martin","2","3292.75","6585.49","4181 days"
"Jimmy Martin","2","3292.75","6585.49","4181 days"
"Jason Evans","2","3302.70","6605.40","4164 days"
"Jason Evans","2","3302.70","6605.40","4164 days"
"Jimmy Gomez","2","1672.59","3345.19","4249 days"
"Jimmy Gomez","2","1672.59","3345.19","4249 days"
"Damien Anand","3","2669.26","8007.79","4256 days"
"Damien Anand","3","2669.26","8007.79","4256 days"
"Damien Anand","3","2669.26","8007.79","4256 days"
"Diane Gill","3","2574.50","7723.49","4256 days"
"Diane Gill","3","2574.50","7723.49","4256 days"
"Diane Gill","3","2574.50","7723.49","4256 days"
"Jimmy Ruiz","3","2640.73","7922.18","4315 days"
"Jimmy Ruiz","3","2640.73","7922.18","4315 days"
"Jimmy Ruiz","3","2640.73","7922.18","4315 days"
"Aaron Evans","3","2589.04","7767.13","4334 days"
"Aaron Evans","3","2589.04","7767.13","4334 days"
"Aaron Evans","3","2589.04","7767.13","4334 days"
"Caleb Evans","3","2557.55","7672.66","4283 days"
"Caleb Evans","3","2557.55","7672.66","4283 days"
"Caleb Evans","3","2557.55","7672.66","4283 days"
"Connor Evans","1","70.69","70.69","4232 days"
"Jimmy Diaz","1","44.18","44.18","4157 days"
"Luke Evans","3","1891.90","5675.69","4266 days"
"Luke Evans","3","1891.90","5675.69","4266 days"
"Luke Evans","3","1891.90","5675.69","4266 days"
"Jimmy Hernandez","3","1886.75","5660.24","4249 days"
"Jimmy Hernandez","3","1886.75","5660.24","4249 days"
"Jimmy Hernandez","3","1886.75","5660.24","4249 days"
"Jordan Evans","3","1931.93","5795.79","4238 days"
"Jordan Evans","3","1931.93","5795.79","4238 days"
"Jordan Evans","3","1931.93","5795.79","4238 days"
"Jack Evans","1","75.68","75.68","4381 days"
"Adam Evans","2","34.23","68.47","4186 days"
"Adam Evans","2","34.23","68.47","4186 days"
"Jimmy Ashe","2","64.61","129.23","4206 days"
"Jimmy Ashe","2","64.61","129.23","4206 days"
"Eric Evans","1","87.25","87.25","4360 days"
"Jimmy Jimenez","3","2578.18","7734.53","4241 days"
"Jimmy Jimenez","3","2578.18","7734.53","4241 days"
"Jimmy Jimenez","3","2578.18","7734.53","4241 days"
"Jimmy Moreno","3","1901.47","5704.42","4238 days"
"Jimmy Moreno","3","1901.47","5704.42","4238 days"
"Jimmy Moreno","3","1901.47","5704.42","4238 days"
"Jimmy Munoz","2","19.10","38.20","4389 days"
"Jimmy Munoz","2","19.10","38.20","4389 days"
"Jimmy Alonso","2","19.10","38.20","4401 days"
"Jimmy Alonso","2","19.10","38.20","4401 days"
"Jackson Evans","2","53.45","106.91","4408 days"
"Jackson Evans","2","53.45","106.91","4408 days"
"Jimmy Romero","2","2084.26","4168.51","4228 days"
"Jimmy Romero","2","2084.26","4168.51","4228 days"
"Carlos Evans","2","2103.59","4207.18","4224 days"
"Carlos Evans","2","2103.59","4207.18","4224 days"
"Jimmy Navarro","2","2101.53","4203.07","4214 days"
"Jimmy Navarro","2","2101.53","4203.07","4214 days"
"Diane Vazquez","2","2091.26","4182.51","4217 days"
"Diane Vazquez","2","2091.26","4182.51","4217 days"
"Jimmy Gutierrez","2","2101.75","4203.51","4210 days"
"Jimmy Gutierrez","2","2101.75","4203.51","4210 days"
"Angel Evans","2","2079.65","4159.30","4220 days"
"Angel Evans","2","2079.65","4159.30","4220 days"
"Isaiah Evans","2","2103.59","4207.18","4195 days"
"Isaiah Evans","2","2103.59","4207.18","4195 days"
"Alex Evans","2","1684.19","3368.38","4234 days"
"Alex Evans","2","1684.19","3368.38","4234 days"
"Evan Evans","1","127.03","127.03","4174 days"
"Jimmy Travers","2","1517.47","3034.94","4193 days"
"Jimmy Travers","2","1517.47","3034.94","4193 days"
"Jimmy Dominguez","3","1900.63","5701.89","4225 days"
"Jimmy Dominguez","3","1900.63","5701.89","4225 days"
"Jimmy Dominguez","3","1900.63","5701.89","4225 days"
"Mason Evans","3","1916.83","5750.49","4200 days"
"Mason Evans","3","1916.83","5750.49","4200 days"
"Mason Evans","3","1916.83","5750.49","4200 days"
